ags2,ags5,date,displayed_short_time_work_companies,displayed_short_time_work_people,employees_social_security_at_residence,employees_social_security_at_residenceemployees_social_security_at_work,realized_short_time_work_companies,realized_short_time_work_people,registerd_jobs,underemployment_without_short_time _work,unemployed,unemployment_benefit_entitled,unemployment_benefit_recipients,unemployment_rate
01,01001,2019-01-01,,,,,,,819.0,6166.0,4275.0,11452.0,1155.0,8.2
01,01001,2019-02-01,,,,,,,864.0,6054.0,4065.0,11506.0,1176.0,7.8
01,01001,2019-03-01,,,44651.0,32144.0,,,837.0,6021.0,4109.0,11435.0,1126.0,7.8
01,01001,2019-04-01,,,,,,,823.0,5932.0,4005.0,11440.0,1030.0,7.6
01,01001,2019-05-01,,,,,,,863.0,6036.0,4048.0,11401.0,1012.0,7.7
01,01001,2019-06-01,,,44607.0,32323.0,,,862.0,5928.0,4033.0,11377.0,1036.0,7.7
01,01001,2019-07-01,,,,,,,838.0,6050.0,4276.0,11387.0,1139.0,8.1
01,01001,2019-08-01,,,,,,,816.0,6098.0,4382.0,11278.0,1155.0,8.3
01,01001,2019-09-01,,,45208.0,33130.0,,,851.0,6061.0,4359.0,11195.0,1146.0,8.3
01,01001,2019-10-01,,,,,,,814.0,5941.0,4228.0,11112.0,1056.0,8.1
01,01001,2019-11-01,,,,,,,706.0,5981.0,4174.0,11078.0,1090.0,8.0
01,01001,2019-12-01,,,,,,,687.0,6028.0,4136.0,10978.0,1150.0,7.9
01,01001,2020-01-01,0.0,0.0,,,3.0,245.0,713.0,6206.0,4421.0,,1217.0,8.4
01,01001,2020-02-01,0.0,0.0,,,0.0,0.0,796.0,6211.0,4393.0,11135.0,1280.0,8.4
01,01001,2020-03-01,185.0,5964.0,44726.0,32729.0,439.0,3573.0,840.0,6141.0,4286.0,11157.0,1294.0,8.2
01,01001,2020-04-01,758.0,9781.0,,,728.0,6366.0,766.0,6467.0,4897.0,11457.0,1466.0,9.3
01,01001,2020-05-01,70.0,1076.0,,,626.0,5628.0,750.0,6584.0,5132.0,11583.0,1527.0,9.9
01,01001,2020-06-01,21.0,483.0,43981.0,32097.0,446.0,3983.0,717.0,6588.0,5075.0,11617.0,1559.0,9.8
01,01001,2020-07-01,8.0,69.0,,,315.0,2202.0,719.0,6788.0,5198.0,11528.0,1657.0,10.0
01,01001,2020-08-01,12.0,166.0,,,254.0,1799.0,680.0,6577.0,4958.0,11401.0,1587.0,9.6
01,01001,2020-09-01,3.0,19.0,45833.0,32867.0,233.0,2014.0,712.0,6392.0,4721.0,11211.0,1504.0,9.1
01,01001,2020-10-01,52.0,362.0,,,217.0,1794.0,762.0,6233.0,4522.0,11018.0,1459.0,8.7
01,01001,2020-11-01,116.0,1286.0,,,,,746.0,6223.0,4514.0,10941.0,1489.0,8.7
01,01001,2020-12-01,127.0,1096.0,,,,,682.0,6248.0,4544.0,10988.0,1494.0,8.8
01,01001,2021-01-01,110.0,1525.0,,,,,687.0,,4852.0,11066.0,,9.4
01,01001,2021-02-01,49.0,421.0,,,,,717.0,,4790.0,11165.0827495,,9.2
01,01001,2021-03-01,11.0,89.0,,,,,745.0,,4709.0,11193.6172106,,9.1
01,01001,2021-04-01,8.0,285.0,,,,,762.0,,4740.0,11111.9993971,,9.1
01,01002,2019-01-01,,,,,,,2850.0,16424.0,11016.0,33224.0,2255.0,7.9
01,01002,2019-02-01,,,,,,,2921.0,16356.0,10690.0,33165.0,2281.0,7.7
01,01002,2019-03-01,,,125511.0,91339.0,,,2918.0,16409.0,10805.0,33194.0,2126.0,7.8
01,01002,2019-04-01,,,,,,,2856.0,16342.0,10617.0,33038.0,2038.0,7.6
01,01002,2019-05-01,,,,,,,2974.0,16287.0,10748.0,32779.0,1996.0,7.7
01,01002,2019-06-01,,,125483.0,91908.0,,,3086.0,16103.0,10561.0,32537.0,2027.0,7.6
01,01002,2019-07-01,,,,,,,3069.0,16124.0,10860.0,32393.0,2259.0,7.8
01,01002,2019-08-01,,,,,,,3312.0,15981.0,10877.0,32137.0,2155.0,7.8
01,01002,2019-09-01,,,127723.0,93334.0,,,3160.0,15582.0,10333.0,31772.0,2109.0,7.4
01,01002,2019-10-01,,,,,,,3104.0,15434.0,10212.0,31551.0,2007.0,7.4
01,01002,2019-11-01,,,,,,,3149.0,15357.0,9940.0,31242.0,2052.0,7.2
01,01002,2019-12-01,,,,,,,2871.0,15459.0,10009.0,31070.0,2146.0,7.2
01,01002,2020-01-01,5.0,120.0,,,5.0,210.0,2605.0,15922.0,10791.0,,2447.0,7.8
01,01002,2020-02-01,4.0,18.0,,,5.0,139.0,3018.0,15947.0,10733.0,31048.0,2496.0,7.7
01,01002,2020-03-01,344.0,8364.0,127181.0,92924.0,971.0,6982.0,2797.0,15699.0,10522.0,31137.0,2461.0,7.6
01,01002,2020-04-01,1812.0,27527.0,,,1688.0,15865.0,2634.0,16135.0,11589.0,32014.0,2800.0,8.3
01,01002,2020-05-01,169.0,2148.0,,,1456.0,15053.0,2226.0,16403.0,12170.0,32284.0,2940.0,8.8
01,01002,2020-06-01,49.0,758.0,125487.0,91929.0,1085.0,11535.0,1981.0,16496.0,12431.0,32254.0,3012.0,8.9
01,01002,2020-07-01,22.0,330.0,,,796.0,7861.0,1946.0,16734.0,12808.0,32153.0,3290.0,9.2
01,01002,2020-08-01,90.0,556.0,,,695.0,5634.0,2035.0,16663.0,12720.0,31937.0,3281.0,9.2
01,01002,2020-09-01,14.0,167.0,127443.0,93312.0,593.0,4954.0,2042.0,16658.0,12400.0,31493.0,3245.0,8.9
01,01002,2020-10-01,23.0,122.0,,,561.0,4745.0,2279.0,16433.0,12022.0,31075.0,3162.0,8.7
01,01002,2020-11-01,205.0,1985.0,,,,,2134.0,16236.0,11622.0,31018.0,3079.0,8.4
01,01002,2020-12-01,224.0,2730.0,,,,,2225.0,16119.0,11506.0,30842.0,3100.0,8.3
01,01002,2021-01-01,233.0,2001.0,,,,,2094.0,,12070.0,30738.0,,8.7
01,01002,2021-02-01,133.0,1691.0,,,,,2225.0,,12051.0,30950.5683468,,8.7
01,01002,2021-03-01,57.0,415.0,,,,,2322.0,,11966.0,30985.9659717,,8.6
01,01002,2021-04-01,43.0,288.0,,,,,2403.0,,12072.0,30847.3030518,,8.7
01,01003,2019-01-01,,,,,,,2533.0,12819.0,8967.0,25265.0,2355.0,7.8
01,01003,2019-02-01,,,,,,,2629.0,12922.0,8809.0,25377.0,2386.0,7.6
01,01003,2019-03-01,,,99189.0,80081.0,,,2589.0,12757.0,8609.0,25262.0,2263.0,7.5
01,01003,2019-04-01,,,,,,,2699.0,12680.0,8471.0,25136.0,2174.0,7.4
01,01003,2019-05-01,,,,,,,2699.0,12730.0,8494.0,25029.0,2162.0,7.3
01,01003,2019-06-01,,,99053.0,80035.0,,,2722.0,12491.0,8261.0,24915.0,2113.0,7.1
01,01003,2019-07-01,,,,,,,2820.0,12649.0,8584.0,24602.0,2295.0,7.4
01,01003,2019-08-01,,,,,,,2736.0,12252.0,8414.0,24378.0,2156.0,7.3
01,01003,2019-09-01,,,101628.0,81928.0,,,2748.0,12179.0,8212.0,24140.0,2091.0,7.1
01,01003,2019-10-01,,,,,,,2693.0,12033.0,8068.0,23949.0,2033.0,7.0
01,01003,2019-11-01,,,,,,,2668.0,12015.0,7924.0,23798.0,2050.0,6.9
01,01003,2019-12-01,,,,,,,2630.0,12069.0,7981.0,23744.0,2135.0,6.9
01,01003,2020-01-01,0.0,0.0,,,4.0,160.0,2488.0,12542.0,8605.0,,2425.0,7.4
01,01003,2020-02-01,0.0,0.0,,,4.0,180.0,2568.0,12611.0,8425.0,23628.0,2454.0,7.3
01,01003,2020-03-01,370.0,5557.0,101048.0,81125.0,1057.0,7521.0,2587.0,12446.0,8305.0,23897.0,2385.0,7.2
01,01003,2020-04-01,1722.0,17675.0,,,1673.0,13913.0,2308.0,13295.0,9585.0,24560.0,2721.0,8.3
01,01003,2020-05-01,177.0,2556.0,,,1433.0,12731.0,2205.0,13549.0,10078.0,24757.0,2952.0,8.7
01,01003,2020-06-01,41.0,798.0,100231.0,80325.0,1000.0,8267.0,2128.0,13434.0,9959.0,24725.0,2858.0,8.6
01,01003,2020-07-01,20.0,357.0,,,735.0,5450.0,2113.0,13537.0,10093.0,24463.0,3037.0,8.7
01,01003,2020-08-01,35.0,303.0,,,608.0,4238.0,2221.0,13241.0,9907.0,24097.0,2907.0,8.6
01,01003,2020-09-01,28.0,652.0,102323.0,81889.0,515.0,3471.0,2219.0,13050.0,9592.0,23613.0,2783.0,8.3
01,01003,2020-10-01,12.0,109.0,,,495.0,3343.0,2229.0,12894.0,9418.0,23157.0,2763.0,8.2
01,01003,2020-11-01,329.0,2811.0,,,,,2228.0,12950.0,9396.0,23179.0,2832.0,8.1
01,01003,2020-12-01,297.0,3113.0,,,,,2177.0,13049.0,9485.0,23354.0,2868.0,8.2
01,01003,2021-01-01,216.0,1353.0,,,,,1961.0,,10073.0,23491.0,,8.7
01,01003,2021-02-01,120.0,1087.0,,,,,2077.0,,10113.0,23601.8559525,,8.8
01,01003,2021-03-01,34.0,196.0,,,,,2157.0,,10275.0,23703.79871,,8.9
01,01003,2021-04-01,21.0,148.0,,,,,2209.0,,10237.0,23599.4997867,,8.9
01,01004,2019-01-01,,,,,,,1047.0,4662.0,3523.0,9013.0,870.0,8.3
01,01004,2019-02-01,,,,,,,1101.0,4708.0,3494.0,9082.0,875.0,8.2
01,01004,2019-03-01,,,40411.0,29871.0,,,1229.0,4689.0,3432.0,9108.0,831.0,8.0
01,01004,2019-04-01,,,,,,,1236.0,4634.0,3377.0,8997.0,796.0,7.9
01,01004,2019-05-01,,,,,,,1339.0,4688.0,3423.0,8921.0,770.0,8.0
01,01004,2019-06-01,,,40641.0,30015.0,,,1283.0,4659.0,3396.0,8932.0,773.0,7.9
01,01004,2019-07-01,,,,,,,1288.0,4779.0,3454.0,8876.0,813.0,8.0
01,01004,2019-08-01,,,,,,,1277.0,4734.0,3397.0,8867.0,795.0,7.9
01,01004,2019-09-01,,,41772.0,30648.0,,,1246.0,4659.0,3254.0,8853.0,785.0,7.6
01,01004,2019-10-01,,,,,,,1268.0,4638.0,3306.0,8851.0,796.0,7.7
01,01004,2019-11-01,,,,,,,1219.0,4696.0,3293.0,8752.0,846.0,7.7
01,01004,2019-12-01,,,,,,,1188.0,4709.0,3282.0,8789.0,884.0,7.6
01,01004,2020-01-01,0.0,0.0,,,3.0,91.0,1150.0,4855.0,3522.0,,956.0,8.2
01,01004,2020-02-01,0.0,0.0,,,3.0,59.0,1186.0,4892.0,3470.0,8823.0,961.0,8.1
01,01004,2020-03-01,142.0,2914.0,41548.0,30391.0,338.0,2407.0,1278.0,4806.0,3397.0,8925.0,932.0,7.9
01,01004,2020-04-01,642.0,5686.0,,,594.0,4739.0,1214.0,4961.0,3782.0,9159.0,1011.0,8.8
01,01004,2020-05-01,55.0,480.0,,,510.0,3847.0,1133.0,5114.0,3980.0,9187.0,1076.0,9.2
01,01004,2020-06-01,15.0,220.0,41185.0,30005.0,377.0,2847.0,1104.0,5168.0,4010.0,9181.0,1104.0,9.3
01,01004,2020-07-01,5.0,39.0,,,264.0,1921.0,1096.0,5280.0,4114.0,8997.0,1160.0,9.5
01,01004,2020-08-01,0.0,0.0,,,211.0,1482.0,1076.0,5199.0,4065.0,8893.0,1156.0,9.4
01,01004,2020-09-01,4.0,34.0,42202.0,30619.0,186.0,1278.0,1069.0,5197.0,4003.0,8847.0,1114.0,9.3
01,01004,2020-10-01,4.0,20.0,,,179.0,1132.0,1090.0,5144.0,3956.0,8730.0,1072.0,9.2
01,01004,2020-11-01,84.0,451.0,,,,,1046.0,5171.0,3940.0,8707.0,1106.0,9.1
01,01004,2020-12-01,76.0,754.0,,,,,1069.0,5188.0,3910.0,8667.0,1120.0,9.1
01,01004,2021-01-01,100.0,868.0,,,,,1008.0,,4080.0,8838.0,,9.5
01,01004,2021-02-01,37.0,225.0,,,,,922.0,,4214.0,8870.3752767,,9.8
01,01004,2021-03-01,10.0,107.0,,,,,950.0,,4154.0,8954.9455514,,9.6
01,01004,2021-04-01,8.0,133.0,,,,,981.0,,4074.0,8825.1970322,,9.4
01,01051,2019-01-01,,,,,,,897.0,6190.0,4430.0,11070.0,1650.0,6.4
01,01051,2019-02-01,,,,,,,1027.0,6158.0,4364.0,11016.0,1642.0,6.3
01,01051,2019-03-01,,,41911.0,48054.0,,,977.0,5972.0,4171.0,10933.0,1460.0,6.0
01,01051,2019-04-01,,,,,,,1005.0,5547.0,3783.0,10756.0,1142.0,5.5
01,01051,2019-05-01,,,,,,,1083.0,5449.0,3594.0,10577.0,1051.0,5.2
01,01051,2019-06-01,,,42518.0,48664.0,,,1128.0,5379.0,3514.0,10509.0,1032.0,5.0
01,01051,2019-07-01,,,,,,,1127.0,5419.0,3600.0,10380.0,1090.0,5.2
01,01051,2019-08-01,,,,,,,1180.0,5416.0,3689.0,10200.0,1109.0,5.3
01,01051,2019-09-01,,,43860.0,49957.0,,,1167.0,5349.0,3553.0,10204.0,1063.0,5.1
01,01051,2019-10-01,,,,,,,1075.0,5318.0,3545.0,10173.0,1070.0,5.1
01,01051,2019-11-01,,,,,,,1032.0,5485.0,3662.0,10071.0,1235.0,5.3
01,01051,2019-12-01,,,,,,,950.0,5650.0,3874.0,10088.0,1437.0,5.6
01,01051,2020-01-01,0.0,0.0,,,0.0,0.0,914.0,5944.0,4278.0,,1632.0,6.1
01,01051,2020-02-01,0.0,0.0,,,0.0,0.0,1001.0,5958.0,4180.0,10020.0,1643.0,6.0
01,01051,2020-03-01,181.0,1858.0,42888.0,48768.0,589.0,2796.0,1012.0,5721.0,4012.0,10130.0,1500.0,5.8
01,01051,2020-04-01,1046.0,10498.0,,,919.0,5838.0,925.0,5863.0,4412.0,10343.0,1583.0,6.3
01,01051,2020-05-01,80.0,848.0,,,751.0,5127.0,915.0,5953.0,4609.0,10417.0,1632.0,6.6
01,01051,2020-06-01,34.0,501.0,43009.0,48885.0,493.0,3471.0,941.0,5855.0,4490.0,10372.0,1539.0,6.4
01,01051,2020-07-01,15.0,158.0,,,364.0,2101.0,936.0,5784.0,4416.0,10188.0,1543.0,6.3
01,01051,2020-08-01,0.0,0.0,,,307.0,1775.0,924.0,5718.0,4329.0,10002.0,1524.0,6.2
01,01051,2020-09-01,8.0,41.0,44126.0,50101.0,285.0,1512.0,938.0,5587.0,4048.0,9781.0,1488.0,5.8
01,01051,2020-10-01,13.0,57.0,,,274.0,1519.0,888.0,5554.0,3978.0,9613.0,1445.0,5.7
01,01051,2020-11-01,166.0,1224.0,,,,,881.0,5627.0,4052.0,9614.0,1533.0,5.8
01,01051,2020-12-01,161.0,1127.0,,,,,817.0,5807.0,4331.0,9706.0,1647.0,6.2
01,01051,2021-01-01,113.0,764.0,,,,,743.0,,4741.0,9775.0,,6.8
01,01051,2021-02-01,76.0,472.0,,,,,828.0,,4828.0,9817.5174579,,6.9
01,01051,2021-03-01,24.0,238.0,,,,,894.0,,4646.0,9890.8216745,,6.6
01,01051,2021-04-01,26.0,188.0,,,,,933.0,,4482.0,9906.2671539,,6.4
01,01053,2019-01-01,,,,,,,1410.0,7012.0,5105.0,12018.0,1784.0,4.9
01,01053,2019-02-01,,,,,,,1427.0,7116.0,5166.0,12119.0,1847.0,5.0
01,01053,2019-03-01,,,48516.0,75497.0,,,1496.0,6975.0,4986.0,12150.0,1724.0,4.8
01,01053,2019-04-01,,,,,,,1544.0,6774.0,4792.0,12133.0,1614.0,4.6
01,01053,2019-05-01,,,,,,,1461.0,6765.0,4833.0,12155.0,1544.0,4.6
01,01053,2019-06-01,,,48811.0,75481.0,,,1532.0,6647.0,4787.0,12094.0,1580.0,4.5
01,01053,2019-07-01,,,,,,,1543.0,6861.0,5040.0,11928.0,1728.0,4.8
01,01053,2019-08-01,,,,,,,1597.0,6754.0,4948.0,11760.0,1609.0,4.7
01,01053,2019-09-01,,,49727.0,76844.0,,,1553.0,6731.0,4837.0,11683.0,1596.0,4.6
01,01053,2019-10-01,,,,,,,1529.0,6686.0,4788.0,11607.0,1580.0,4.5
01,01053,2019-11-01,,,,,,,1550.0,6742.0,4805.0,11459.0,1603.0,4.6
01,01053,2019-12-01,,,,,,,1459.0,6792.0,4928.0,11430.0,1706.0,4.7
01,01053,2020-01-01,6.0,63.0,,,5.0,71.0,1429.0,6984.0,5177.0,,1880.0,4.9
01,01053,2020-02-01,0.0,0.0,,,7.0,72.0,1455.0,7034.0,5146.0,11408.0,1896.0,4.9
01,01053,2020-03-01,106.0,1499.0,49300.0,76289.0,649.0,3129.0,1467.0,6999.0,5127.0,11513.0,1869.0,4.9
01,01053,2020-04-01,1304.0,11836.0,,,1111.0,6949.0,1396.0,7346.0,5758.0,11816.0,2163.0,5.5
01,01053,2020-05-01,104.0,1295.0,,,958.0,6712.0,1303.0,7573.0,6078.0,11926.0,2324.0,5.7
01,01053,2020-06-01,28.0,460.0,48670.0,75655.0,707.0,4985.0,1316.0,7613.0,6128.0,11926.0,2387.0,5.8
01,01053,2020-07-01,15.0,168.0,,,561.0,3470.0,1244.0,7801.0,6283.0,11863.0,2568.0,5.9
01,01053,2020-08-01,7.0,768.0,,,481.0,3034.0,1252.0,7740.0,6270.0,11717.0,2530.0,5.9
01,01053,2020-09-01,17.0,210.0,49871.0,77041.0,446.0,2794.0,1313.0,7535.0,6037.0,11580.0,2447.0,5.7
01,01053,2020-10-01,17.0,159.0,,,435.0,2802.0,1314.0,7461.0,5892.0,11402.0,2409.0,5.6
01,01053,2020-11-01,107.0,1605.0,,,,,1283.0,7416.0,5738.0,11377.0,2363.0,5.4
01,01053,2020-12-01,101.0,949.0,,,,,1221.0,7455.0,5784.0,11495.0,2378.0,5.5
01,01053,2021-01-01,146.0,1078.0,,,,,1238.0,,6072.0,11541.0,,5.7
01,01053,2021-02-01,80.0,606.0,,,,,1231.0,,6121.0,11658.1761606,,5.8
01,01053,2021-03-01,22.0,265.0,,,,,1293.0,,6043.0,11798.2618191,,5.7
01,01053,2021-04-01,19.0,57.0,,,,,1340.0,,5910.0,11798.4835852,,5.6
01,01054,2019-01-01,,,,,,,1157.0,7184.0,5916.0,9293.0,3019.0,6.3
01,01054,2019-02-01,,,,,,,1253.0,7304.0,5902.0,9359.0,3017.0,6.3
01,01054,2019-03-01,,,58930.0,61451.0,,,1296.0,6639.0,5223.0,9308.0,2379.0,5.5
01,01054,2019-04-01,,,,,,,1392.0,5717.0,4261.0,9183.0,1584.0,4.5
01,01054,2019-05-01,,,,,,,1442.0,5321.0,3952.0,9043.0,1279.0,4.2
01,01054,2019-06-01,,,60989.0,63047.0,,,1535.0,5209.0,3871.0,8865.0,1229.0,4.1
01,01054,2019-07-01,,,,,,,1522.0,5375.0,4049.0,8743.0,1354.0,4.3
01,01054,2019-08-01,,,,,,,1471.0,5208.0,3901.0,8639.0,1241.0,4.1
01,01054,2019-09-01,,,62200.0,64339.0,,,1428.0,5120.0,3789.0,8504.0,1223.0,4.0
01,01054,2019-10-01,,,,,,,1378.0,5139.0,3818.0,8411.0,1292.0,4.0
01,01054,2019-11-01,,,,,,,1313.0,5701.0,4376.0,8277.0,1811.0,4.6
01,01054,2019-12-01,,,,,,,1379.0,6333.0,4955.0,8303.0,2342.0,5.2
01,01054,2020-01-01,9.0,231.0,,,5.0,144.0,1367.0,6789.0,5454.0,,2832.0,5.8
01,01054,2020-02-01,3.0,13.0,,,8.0,275.0,1487.0,6875.0,5539.0,8273.0,2921.0,5.9
01,01054,2020-03-01,341.0,4046.0,60272.0,62406.0,1351.0,6708.0,1520.0,6177.0,4845.0,8479.0,2322.0,5.1
01,01054,2020-04-01,2251.0,17789.0,,,2108.0,13130.0,1298.0,6394.0,5249.0,9011.0,2548.0,5.6
01,01054,2020-05-01,189.0,1012.0,,,1856.0,11884.0,1280.0,6563.0,5497.0,9026.0,2587.0,5.9
01,01054,2020-06-01,26.0,149.0,61247.0,63093.0,932.0,5283.0,1236.0,6066.0,4956.0,8919.0,2071.0,5.3
01,01054,2020-07-01,19.0,305.0,,,567.0,2568.0,1189.0,5939.0,4846.0,8718.0,2004.0,5.2
01,01054,2020-08-01,11.0,31.0,,,467.0,1841.0,1195.0,5770.0,4652.0,8479.0,1894.0,5.0
01,01054,2020-09-01,15.0,125.0,63117.0,64806.0,420.0,1515.0,1221.0,5644.0,4441.0,8359.0,1815.0,4.8
01,01054,2020-10-01,20.0,81.0,,,392.0,1346.0,1181.0,5519.0,4294.0,8124.0,1769.0,4.6
01,01054,2020-11-01,539.0,5439.0,,,,,1141.0,5944.0,4708.0,8193.0,2151.0,5.0
01,01054,2020-12-01,453.0,3327.0,,,,,1019.0,6413.0,5160.0,8248.0,2639.0,5.5
01,01054,2021-01-01,248.0,1316.0,,,,,1001.0,,5688.0,8379.0,,6.1
01,01054,2021-02-01,128.0,968.0,,,,,1080.0,,5877.0,8543.4872191,,6.3
01,01054,2021-03-01,43.0,291.0,,,,,1139.0,,5633.0,8728.2732303,,6.0
01,01054,2021-04-01,38.0,189.0,,,,,1174.0,,5273.0,8519.2149244,,5.6
01,01055,2019-01-01,,,,,,,1467.0,7991.0,6585.0,11526.0,3151.0,6.3
01,01055,2019-02-01,,,,,,,1542.0,7980.0,6511.0,11548.0,3179.0,6.2
01,01055,2019-03-01,,,60190.0,71955.0,,,1604.0,7414.0,5892.0,11464.0,2551.0,5.6
01,01055,2019-04-01,,,,,,,1680.0,6589.0,5038.0,11248.0,1818.0,4.8
01,01055,2019-05-01,,,,,,,1656.0,6366.0,4820.0,10984.0,1605.0,4.5
01,01055,2019-06-01,,,62095.0,73403.0,,,1652.0,6249.0,4612.0,10828.0,1529.0,4.4
01,01055,2019-07-01,,,,,,,1627.0,6398.0,4872.0,10637.0,1775.0,4.6
01,01055,2019-08-01,,,,,,,1601.0,6221.0,4735.0,10531.0,1678.0,4.5
01,01055,2019-09-01,,,63111.0,74669.0,,,1514.0,6144.0,4549.0,10553.0,1645.0,4.3
01,01055,2019-10-01,,,,,,,1463.0,6199.0,4609.0,10491.0,1690.0,4.3
01,01055,2019-11-01,,,,,,,1430.0,6786.0,5185.0,10581.0,2168.0,4.9
01,01055,2019-12-01,,,,,,,1392.0,7302.0,5673.0,10476.0,2637.0,5.4
01,01055,2020-01-01,0.0,0.0,,,4.0,102.0,1494.0,7878.0,6305.0,,3135.0,6.0
01,01055,2020-02-01,0.0,0.0,,,0.0,0.0,1681.0,7929.0,6262.0,10421.0,3104.0,5.9
01,01055,2020-03-01,376.0,5651.0,60982.0,72950.0,1126.0,6264.0,1758.0,7214.0,5599.0,10577.0,2552.0,5.3
01,01055,2020-04-01,1991.0,16234.0,,,1903.0,13247.0,1667.0,7356.0,5955.0,11077.0,2600.0,5.6
01,01055,2020-05-01,157.0,1165.0,,,1634.0,11859.0,1623.0,7476.0,6178.0,11142.0,2639.0,5.8
01,01055,2020-06-01,49.0,777.0,61696.0,73566.0,853.0,5514.0,1615.0,6968.0,5685.0,11025.0,2209.0,5.4
01,01055,2020-07-01,12.0,81.0,,,564.0,3193.0,1554.0,7006.0,5745.0,10626.0,2378.0,5.4
01,01055,2020-08-01,21.0,179.0,,,481.0,2414.0,1585.0,6835.0,5637.0,10382.0,2296.0,5.3
01,01055,2020-09-01,22.0,184.0,63139.0,75455.0,408.0,2412.0,1587.0,6617.0,5321.0,10078.0,2188.0,5.0
01,01055,2020-10-01,19.0,148.0,,,397.0,2059.0,1570.0,6454.0,5186.0,9739.0,2156.0,4.9
01,01055,2020-11-01,471.0,4510.0,,,,,1425.0,6920.0,5592.0,9807.0,2570.0,5.3
01,01055,2020-12-01,365.0,2268.0,,,,,1461.0,7329.0,5994.0,9936.0,2941.0,5.7
01,01055,2021-01-01,225.0,1215.0,,,,,1441.0,,6598.0,10082.0,,6.2
01,01055,2021-02-01,119.0,1053.0,,,,,1525.0,,6658.0,10171.4441779,,6.3
01,01055,2021-03-01,47.0,183.0,,,,,1704.0,,6388.0,10227.3181235,,6.0
01,01055,2021-04-01,46.0,225.0,,,,,1800.0,,5887.0,10152.720251,,5.6
01,01056,2019-01-01,,,,,,,2129.0,11352.0,8365.0,20597.0,3046.0,4.8
01,01056,2019-02-01,,,,,,,2435.0,11464.0,8319.0,20746.0,3060.0,4.8
01,01056,2019-03-01,,,92917.0,128664.0,,,2519.0,11292.0,8038.0,20769.0,2903.0,4.6
01,01056,2019-04-01,,,,,,,2599.0,11056.0,7915.0,20684.0,2743.0,4.5
01,01056,2019-05-01,,,,,,,2627.0,11177.0,7928.0,20653.0,2711.0,4.5
01,01056,2019-06-01,,,92689.0,128499.0,,,2868.0,11117.0,7869.0,20461.0,2761.0,4.5
01,01056,2019-07-01,,,,,,,2819.0,11375.0,8279.0,20427.0,3061.0,4.7
01,01056,2019-08-01,,,,,,,2870.0,11014.0,7971.0,20185.0,2792.0,4.5
01,01056,2019-09-01,,,94550.0,131154.0,,,2751.0,10787.0,7553.0,20158.0,2690.0,4.3
01,01056,2019-10-01,,,,,,,2763.0,10828.0,7637.0,20013.0,2725.0,4.3
01,01056,2019-11-01,,,,,,,2745.0,10933.0,7594.0,19790.0,2799.0,4.3
01,01056,2019-12-01,,,,,,,1714.0,11135.0,7853.0,19777.0,3007.0,4.5
01,01056,2020-01-01,0.0,0.0,,,10.0,93.0,1814.0,11590.0,8456.0,,3327.0,4.8
01,01056,2020-02-01,3.0,44.0,,,7.0,119.0,2071.0,11558.0,8316.0,19739.0,3326.0,4.7
01,01056,2020-03-01,178.0,2761.0,94263.0,130386.0,1205.0,6750.0,2190.0,11360.0,8034.0,20191.0,3159.0,4.6
01,01056,2020-04-01,2468.0,28182.0,,,2125.0,14912.0,2005.0,12058.0,9152.0,21158.0,3543.0,5.2
01,01056,2020-05-01,271.0,4450.0,,,1863.0,14680.0,1926.0,12552.0,9845.0,21503.0,3941.0,5.5
01,01056,2020-06-01,66.0,1237.0,93256.0,128855.0,1404.0,10675.0,1910.0,12698.0,10050.0,21562.0,4140.0,5.7
01,01056,2020-07-01,59.0,848.0,,,1101.0,7836.0,1843.0,13038.0,10384.0,21304.0,4459.0,5.9
01,01056,2020-08-01,22.0,267.0,,,969.0,6444.0,1848.0,12966.0,10314.0,20972.0,4408.0,5.8
01,01056,2020-09-01,20.0,332.0,95071.0,131016.0,887.0,5603.0,1949.0,12692.0,9931.0,20638.0,4238.0,5.6
01,01056,2020-10-01,14.0,215.0,,,850.0,5017.0,1977.0,12703.0,9905.0,20412.0,4199.0,5.6
01,01056,2020-11-01,233.0,2427.0,,,,,2021.0,12629.0,9752.0,20575.0,4148.0,5.5
01,01056,2020-12-01,192.0,1828.0,,,,,2135.0,12613.0,9694.0,20651.0,4244.0,5.5
01,01056,2021-01-01,281.0,2181.0,,,,,1572.0,,10312.0,20983.0,,5.8
01,01056,2021-02-01,123.0,1146.0,,,,,1787.0,,10477.0,21177.0172114,,5.9
01,01056,2021-03-01,57.0,434.0,,,,,1887.0,,10115.0,21217.8476984,,5.7
01,01056,2021-04-01,20.0,230.0,,,,,2081.0,,9990.0,21299.1015028,,5.6
01,01057,2019-01-01,,,,,,,463.0,4250.0,3067.0,6987.0,1319.0,4.7
01,01057,2019-02-01,,,,,,,486.0,4252.0,2975.0,6988.0,1307.0,4.5
01,01057,2019-03-01,,,27382.0,45796.0,,,549.0,4096.0,2804.0,6912.0,1168.0,4.3
01,01057,2019-04-01,,,,,,,540.0,3927.0,2640.0,6861.0,1052.0,4.0
01,01057,2019-05-01,,,,,,,595.0,3838.0,2588.0,6754.0,1007.0,3.9
01,01057,2019-06-01,,,27954.0,46211.0,,,590.0,3781.0,2521.0,6638.0,999.0,3.8
01,01057,2019-07-01,,,,,,,604.0,3857.0,2666.0,6585.0,1105.0,4.0
